"fips","pop_density","prop_gen_hosts","treediversity_specrich_total","MEAN_MAT","MEAN_MAP","height_difference_NHminH","diameter_difference_NHminH","diameter_cv_t_difference_NHminH","height_cv_t_difference_NHminH","generalist_count","lat","US_L3NAME","broad_group","s_prop_gen_hosts","s_diameter_cv_diff","s_height_cv_diff","s_height_mean_diff","s_diameter_mean_diff","s_pop_density","s_MEAN_MAP","s_MEAN_MAT","s_tree_div","temp_bin"
"01123",21.79655323,0.889546800273286,58,16.87484503,1453.99115,-1411.97816929536,0.304378051184643,108.419946265222,55.7020102001104,2,32.866807,"Piedmont","White / red / jack pine group",0.94345606669519,1.44185877544191,0.739395167149375,-0.514234164117348,-1.18144497263031,-0.171664223813114,1.25592975128955,1.00501311152816,1.67732451533521,"High"
"01125",61.05090605,0.891803690222166,69,16.65688405,1465.458763,-1292.87746258833,0.337929741386863,83.4189035411617,52.5512068324037,3,33.28839834,"Southeastern Plains","White / red / jack pine group",0.956695365131939,0.572664858589126,0.501225679866744,-0.252324353801373,-0.875838502937322,-0.0526626102944848,1.29140808906549,0.954407336541459,2.40509051789567,"High"
"01127",31.14179876,0.867445517861155,63,15.98290514,1474.534483,-1299.2162220769,0.338406740103533,91.4948864258366,54.2305439770369,2,33.80205275,"Southwestern Appalachians","White / red / jack pine group",0.813806203247364,0.853436955714946,0.628166913588695,-0.266263677430861,-0.871493747338691,-0.143333625627041,1.31948642234373,0.797924166639938,2.00812724377178,"High"
"01129",5.839055077,0.850732315363041,66,18.40539335,1569.074534,-1349.7614038472,0.37639585317175,80.6997899030809,51.4353152443602,0,31.40910343,"Southeastern Plains","White / red / jack pine group",0.715763728550647,0.478131320146877,0.416875342390507,-0.377415654072023,-0.525468892508058,-0.220040209952415,1.61197308567401,1.36037297405123,2.20660888083372,"High"
"01131",4.58874272,0.908256880733945,66,17.9485648,1424.761905,-1249.11727163578,0.364816311963906,82.1404605935848,51.7404558198858,0,31.98669741,"Southeastern Plains","White / red / jack pine group",1.05321256550771,0.528218119093426,0.439940943743777,-0.156092991044088,-0.630941454035213,-0.223830596933638,1.16550072939583,1.25430737089235,2.20660888083372,"High"
"01133",14.93521143,0.873144399460189,45,15.42131347,1496.72619,-1399.7518922789,0.33929535368686,82.986059449717,49.8357809211266,1,34.15040226,"Southwestern Appalachians","White / red / jack pine group",0.847236807288446,0.557616468192699,0.29596641054155,-0.487347825800914,-0.863399786692148,-0.192464738569959,1.38814280940273,0.667534857111115,0.817237421400115,"High"
"04001",2.47259931,0.762038703870387,20,10.1943754,322.4777108,-441.309403168509,0.587664985985721,52.2920189762232,86.7200045678118,1,35.38331872,"Arizona/New Mexico Plateau","White / red / jack pine group",0.195471991433825,-0.509501953932902,3.08404792803174,1.62032640605028,1.39888166763465,-0.23024579581315,-2.24473041172398,-0.54604590326095,-0.836776220782752,"Low"
"04003",7.861754635,0.639547413793103,25,16.15491595,391.1753394,-134.293731483809,0.481234322613861,50.9641851974332,95.5614252776964,2,31.87962746,"Madrean Archipelago","Aspen / birch group",-0.523082648787011,-0.555665830210158,3.75237165108778,2.295472830939,0.429455117016201,-0.213908290973412,-2.03219466676319,0.837861316611186,-0.505973492346178,"High"
"04005",2.950340147,0.878499654828565,23,11.00338252,342.638061,-391.992170527099,0.549137846453298,56.7409601751368,90.0712392535964,3,35.83526988,"Arizona/New Mexico Mountains","White / red / jack pine group",0.878651641699009,-0.354828700132573,3.33736803523285,1.72877804671261,1.04795618433086,-0.228797499602346,-2.18235860740194,-0.35821213467834,-0.638294583720808,"Moderate"
"04007",4.370110882,0.927395209580838,25,14.52663756,523.7546898,-174.563796936071,0.499391994255071,61.484408801613,97.4416582834615,1,33.8010486,"Arizona/New Mexico Mountains","White / red / jack pine group",1.16548124183834,-0.189916510807407,3.89449861957611,2.2069164697248,0.594844755948534,-0.224493390728962,-1.62202256071058,0.459810668187566,-0.505973492346178,"High"
"04009",3.199838015,0.808922938260478,30,15.41584362,421.7914831,-211.24675345044,0.51798507158494,82.9692242381985,106.913571954741,1,32.93181453,"Chihuahuan Deserts","White / red / jack pine group",0.470502845896586,0.557031170067245,4.61048135775502,2.12624838262318,0.764200299268793,-0.228041133830693,-1.93747487742382,0.666264877510588,-0.175170763909605,"High"
"04011",1.983807532,0.884932696482848,30,12.63041488,434.8978102,-256.677797424769,0.533335391223605,54.6015261081768,82.3482996645081,0,33.2137815,"Arizona/New Mexico Mountains","White / red / jack pine group",0.916388952886625,-0.429208920871112,2.75359039264811,2.02634271087059,0.904019097223745,-0.231727593526727,-1.89692670930411,0.0195492128171653,-0.175170763909605,"Moderate"
