"fips","pop_density","prop_spec_hosts","treediversity_specrich_total","MEAN_MAT","MEAN_MAP","height_difference_NHminH","diameter_difference_NHminH","diameter_cv_t_difference_NHminH","height_cv_t_difference_NHminH","specialist_count","lat","US_L3NAME","broad_group","s_prop_spec_hosts","s_diameter_cv_diff","s_height_cv_diff","s_height_mean_diff","s_diameter_mean_diff","s_pop_density","s_MEAN_MAP","s_MEAN_MAT","s_tree_div","temp_bin"
"01085",5.357339812,0.0767211201866978,59,18.07788301,1383.288462,887.91244281895,0.0766117934739616,-65.8174871239174,-46.2927164144058,0,32.15901362,"Southeastern Plains","White / red / jack pine group",-0.821398530144224,-1.53574400989774,-1.43209395751887,0.276327751243344,1.23364954195836,-0.351769988290239,1.0536820364351,1.3616850037249,1.72140700163495,"High"
"01087",11.69537155,0.0323741007194245,63,17.81224697,1397.882353,852.028299820426,-0.0694124040956592,-41.1564228833396,-31.3640600561554,0,32.38765932,"Southeastern Plains","White / red / jack pine group",-1.05674756196057,0.0995677541413549,0.147002227613709,0.159312248385876,0.159694969369589,-0.317223628045867,1.0989742463028,1.29929700836244,1.98397777971166,"High"
"01089",177.1010636,0.123028391167192,67,15.19978415,1444.647541,1038.37429724011,-0.0399047727810289,-53.6885104197796,-38.1446046973396,2,34.76314544,"Southwestern Appalachians","White / red / jack pine group",-0.57564647009069,-0.731453566608744,-0.570217856971984,0.766972590014703,0.376712806851639,0.584344060511033,1.24411022884497,0.685726958535072,2.24654855778838,"High"
"01091",7.563963066,0.0408082408874802,69,17.71324879,1435.855072,840.773389927852,-0.0992084560595268,-59.4720822493425,-42.3328173837496,0,32.2475775,"Southeastern Plains","White / red / jack pine group",-1.01198769429415,-1.11497079679733,-1.01323097998348,0.122610830136896,-0.0594440965131838,-0.339742468547912,1.21682275964274,1.27604602933591,2.37783394682674,"High"
"01093",15.5087218,0.0121300339640951,50,15.55347616,1506.776786,806.472073400926,-0.201263972550181,-36.5269503662645,-28.3883161583099,1,34.13704658,"Southeastern Plains","White / red / jack pine group",-1.16418255010917,0.40655494636527,0.46176503842906,0.0107568058611452,-0.810025098958278,-0.296438410028635,1.43692863508506,0.768796016030498,1.13062275096233,"High"
"01095",65.59871156,0.0512129380053908,52,15.21660224,1428.420455,874.008657159177,0.0269562141750408,-48.9393489756629,-36.0283371608846,1,34.36846438,"Southwestern Appalachians","Oak / hickory group",-0.956770107577876,-0.416529624027791,-0.34636716918459,0.230988547499013,0.86845091508561,-0.0234156637853509,1.19374939055632,0.689676900421442,1.26190814000069,"High"
"01097",130.015283,0.00760555992656701,49,19.22932829,1651.722222,827.666823414243,-0.0617866208342837,-52.8677402852551,-44.3170552424744,0,30.7846079,"Southeastern Plains","White / red / jack pine group",-1.1881938725611,-0.677027081057834,-1.22311607331784,0.0798712983223038,0.215779816534871,0.327696191545273,1.88676748249572,1.63211654151156,1.06498005644316,"High"
"01099",7.907487227,0.0195526097763049,69,18.11935328,1508.28,783.880645442373,-0.0834188580476256,-58.6807581142996,-43.1609612577638,0,31.56726836,"Southeastern Plains","White / red / jack pine group",-1.12479104078178,-1.0624969191666,-1.10082887230645,-0.0629121487784314,0.0566826226638552,-0.337870040338473,1.44159386685663,1.37142482296192,2.37783394682674,"High"
"01101",111.3303325,0.0670578373847443,59,18.2543463,1381.267241,899.905090729554,-0.112975357635992,-58.5201530124532,-39.5181054883238,1,32.22380149,"Southeastern Plains","White / red / jack pine group",-0.8726814411251,-1.05184695654325,-0.715501518627246,0.315434877917921,-0.160694623100568,0.225851161762423,1.04740916748459,1.40312964699756,1.72140700163495,"High"
"01103",79.49711788,0.115971515768057,59,15.45150345,1455.810526,914.814749769565,0.0955949718673503,-53.7019657862988,-40.3853578899198,1,34.45514922,"Interior Plateau","Oak / hickory group",-0.613097212277787,-0.732345811928883,-0.807236161453991,0.364054159422624,1.37326387696011,0.0523396134681022,1.27875460568525,0.744846430881672,1.72140700163495,"High"
"01105",4.884287348,0.0280272108843537,60,17.34238524,1410.735849,858.512391150858,-0.0206841972280774,-75.6425845127563,-45.1089945343411,1,32.6404135,"Southeastern Plains","White / red / jack pine group",-1.0798164474547,-2.18726079709141,-1.30688438338093,0.180456384603243,0.518073111146675,-0.354348429281289,1.13886513204161,1.18894401773574,1.78704969615413,"High"
"01107",8.782500556,0.0226455787203451,56,16.67805056,1448.242424,813.377592014667,0.121385907796628,-58.4659323623332,-44.1454203990585,0,33.28082805,"Southeastern Plains","White / red / jack pine group",-1.1083766964772,-1.04825150477645,-1.20496119588146,0.0332751848875511,1.56294677906534,-0.333100653416501,1.25526696526885,1.03291658661247,1.52447891807741,"High"
"01109",19.11589839,0.0263768115942029,54,18.03359042,1373.457447,880.762362683749,-0.0652275595835787,-34.7946137269556,-25.5367684272973,0,31.80413807,"Southeastern Plains","White / red / jack pine group",-1.08857509413971,0.521428759510627,0.763390853620185,0.253011875411333,0.190472970373012,-0.27677697141575,1.023171434801,1.35128232681588,1.39319352903905,"High"
